epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1704.68,1.52338,2.92208,1.62305,0.38746,0.57197,0.48634,0.29863,1.40782,3.34705,1.47512,0.000272795,0.000272795,0.000272795
2,3230.01,1.52004,2.11756,1.57969,0.3831,0.43126,0.378,0.2006,1.71166,5.52584,1.79091,0.000539563,0.000539563,0.000539563
